40;;;90;;;140;;;190;;;240;;;290;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
t (s);V (mV);;t (s);V (mV);;t (s);V (mV);;t (s);V (mV);;t (s);V (mV);;t (s);V (mV)
;;;225;4.1761;;;;;224.83;6.2953;;224.947;7.3041;;225.183;9.2296
;;;226.001;4.161;;;;;225.83;6.2878;;225.947;7.2973;;226.184;9.2219
;;;227.001;4.1492;;;;;226.829;6.2813;;226.947;7.2907;;227.183;9.2158
;;;228;4.1443;;;;;227.829;6.2754;;227.946;7.2835;;228.184;9.209
;;;229;4.1285;;;;;228.83;6.2698;;228.947;7.2757;;229.184;9.2017
;;;230;4.1253;;;;;229.829;6.2626;;229.947;7.269;;230.184;9.1956
;;;231.005;4.1171;;;;;230.829;6.2563;;230.947;7.2616;;231.184;9.1894
;;;232;4.1027;;;;;231.83;6.2499;;231.947;7.2556;;232.183;9.182
;;;233;4.0885;;;;;232.829;6.2428;;232.947;7.2481;;233.184;9.1754
;;;;;;;;;233.83;6.2366;;233.946;7.2412;;234.183;9.169
;;;;;;;;;234.83;6.2301;;234.947;7.2348;;235.183;9.162
;;;;;;;;;235.829;6.2227;;235.947;7.2275;;236.184;9.1565
;;;;;;;;;236.829;6.2163;;236.946;7.22;;237.184;9.1497
;;;;;;;;;237.829;6.2101;;237.947;7.2132;;238.183;9.1354
;;;;;;;;;238.83;6.2029;;238.947;7.206;;239.183;9.1295
;;;;;;;;;239.829;6.1958;;239.947;7.1993;;240.184;9.1304
;;;;;;;;;240.829;6.1889;;240.947;7.1923;;241.184;9.1244
;;;;;;;;;241.829;6.182;;241.947;7.1859;;242.184;9.1139
;;;;;;;;;242.829;6.1744;;242.947;7.1778;;243.183;9.1091
;;;;;;;;;243.829;6.168;;243.951;7.1705;;244.184;9.1043
;;;;;;;;;244.829;6.1618;;244.946;7.1639;;245.184;9.0942
;;;;;;;;;245.83;6.1546;;245.947;7.1566;;246.184;9.0866
;;;;;;;;;246.829;6.1474;;246.946;7.1498;;247.183;9.0835
;;;;;;;;;247.829;6.141;;247.946;7.143;;248.183;9.076
;;;;;;;;;248.829;6.1333;;248.946;7.1371;;249.184;9.0704
;;;;;;;;;249.829;6.1263;;249.947;7.1302;;250.184;9.0625
;;;;;;;;;250.83;6.1207;;250.946;7.1225;;251.184;9.0572
;;;;;;;;;251.829;6.114;;251.947;7.1166;;252.184;9.0505
;;;;;;;;;252.829;6.1063;;252.947;7.1085;;253.183;9.0429
;;;;;;;;;253.829;6.0997;;253.946;7.1019;;254.184;9.0367
;;;;;;;;;254.83;6.0934;;254.947;7.0949;;255.183;9.0296
;;;;;;;;;255.829;6.0861;;255.947;7.0881;;256.184;9.0231
;;;;;;;;;256.829;6.0803;;256.946;7.0815;;257.183;9.0166
;;;;;;;;;257.83;6.0512;;257.947;7.0741;;258.183;9.01
;;;;;;;;;258.83;6.0363;;258.947;7.0672;;259.184;9.0041
;;;;;;;;;259.83;6.0449;;259.947;7.0597;;260.184;8.9971
;;;;;;;;;260.83;6.0537;;260.946;7.0532;;261.183;8.9901
;;;;;;;;;261.83;6.0291;;261.946;7.0462;;262.184;8.9826
;;;;;;;;;262.829;6.0337;;262.947;7.0404;;263.184;8.9782
;;;;;;;;;263.829;6.0349;;263.946;7.0336;;264.184;8.9722
;;;;;;;;;264.829;6.0281;;264.947;7.0277;;265.183;8.9659
;;;;;;;;;265.83;6.0215;;265.947;7.0221;;266.183;8.9595
;;;;;;;;;266.83;6.0148;;266.947;7.0155;;267.184;8.9506
;;;;;;;;;267.83;6.0094;;267.947;7.0088;;268.184;8.9442
;;;;;;;;;268.829;6.0026;;268.946;7.0026;;269.184;8.9401
;;;;;;;;;269.829;5.996;;269.947;6.9959;;270.184;8.9325
;;;;;;;;;270.83;5.9898;;270.946;6.9899;;271.184;8.927
;;;;;;;;;271.829;5.9833;;271.946;6.983;;272.183;8.9206
;;;;;;;;;272.829;5.9776;;272.947;6.9776;;273.184;8.9151
;;;;;;;;;273.83;5.9713;;273.947;6.9702;;274.184;8.9077
